code,areaName,-8,0,1,2,3,4,5,6
11207,7385,11518,4232,14547,49232,2055,E14000934,South Cambridgeshire,24330
13922,8596,12843,5439,16365,27668,2121,E14000935,South Derbyshire,20254
13324,9042,12103,5673,14488,22746,2353,E14000936,South Dorset,14022
14109,8420,12024,5482,14540,40143,2332,E14000937,South East Cambridgeshire,21871
12742,7835,11633,5609,13987,23754,1943,E14000938,South East Cornwall,13854
21131,11190,14351,6350,14952,19402,3512,E14000939,South Holland and The Deepings,18593
14822,9074,13240,6263,16769,27557,2154,E14000940,South Leicestershire,20478
13362,10167,15360,5344,18391,36591,2351,E14000942,South Northamptonshire,24970
13084,7718,11505,5763,15249,27079,2059,E14000943,South Ribble,16795
14310,6844,9484,5210,11944,16765,1730,E14000944,South Shields,14110
15886,8333,11603,5168,14146,23286,2225,E14000945,South Staffordshire,14732
14152,9010,12691,4994,14037,23981,2194,E14000946,South Suffolk,15514
15776,11781,14082,4920,13749,26858,3445,E14000947,South Swindon,21580
16976,9203,11675,4929,13579,23204,2565,E14000948,South Thanet,17491
15428,10409,13534,5506,16043,28532,2596,E14000949,South West Bedfordshire,22931
10551,6963,11191,5891,15391,25631,1809,E14000950,South West Devon,16219
11002,7120,11563,3602,13162,40539,2034,E14000951,South West Hertfordshire,21644
21659,11056,13899,5992,15271,20572,3096,E14000952,South West Norfolk,18890
9798,6232,11052,3367,13349,41462,1974,E14000953,South West Surrey,21062
14336,9659,13514,5168,15970,25878,2292,E14000954,South West Wiltshire,17910
17796,8853,11423,4144,10813,13700,2067,E14000716,Great Grimsby,17355
10189,6179,10118,3338,18697,41983,2189,E14000719,Guildford,18659
16434,6163,8413,2372,12432,55618,2578,E14000721,Hackney South and Shoreditch,20923
14922,7513,9557,2942,12103,43416,3025,E14000732,Harrow West,23467
14057,6144,8365,2288,18157,56352,2962,E14000750,Holborn and St Pancras,18305
13761,5496,8163,2576,11395,59229,2485,E14000752,Hornsey and Wood Green,21497
11954,8258,11324,5525,14450,21124,1778,E14000774,Kingswood,16985
32599,11922,11671,3395,11344,23136,5185,E14000782,Leicester East,27885
13321,7670,10635,4955,23176,29964,2156,E14000797,Loughborough,17266
18356,9368,11001,3932,12044,24943,3102,E14000800,Luton North,26005
14512,9422,12925,4890,14037,20650,2167,E14000806,Maldon,15712
16014,7248,10774,5721,14632,22248,2026,E14000820,Middlesbrough South and East Cleveland,17307
12066,8081,11343,5445,14136,22425,2135,E14000827,New Forest East,15148
13152,9016,13207,4620,15404,34206,2158,E14000830,Newbury,21671
12661,5259,7450,3388,24647,31198,1613,E14000832,Newcastle upon Tyne East,12570
17751,9166,11778,4703,13269,18148,2081,E14000854,North Warwickshire,16773
15872,8692,10404,4630,11905,20447,2705,E14000861,Northampton North,18543
15186,8811,11452,5219,13018,20259,2175,E14000863,Norwich North,15963
14641,6667,9087,3218,32312,30952,2321,E14000867,Nottingham South,17507
14041,7247,10262,5573,12940,22445,1897,E14000876,Penistone and Stocksbridge,14614
11324,6846,9794,4721,13151,31265,1638,E14000886,Pudsey,19116
16454,9366,12410,4352,13751,26354,2568,E14000900,Romford,21354
13132,8278,13210,5584,15833,31613,2227,E14000909,Rutland and Melton,18177
13644,5751,7614,2753,26825,43321,2046,E14000919,Sheffield Central,15866
19035,8690,10593,5516,13042,17345,2072,E14000920,Sheffield South East,17740
23978,10200,11678,5080,11775,18927,2449,E14000921,Sheffield Brightside and Hillsborough,24992
23117,12170,13701,4760,15445,39813,5009,E14000930,Slough,38066
15739,9418,13819,5535,16106,29994,2301,E14000941,South Norfolk,19285
15737,9217,12397,5589,18156,26273,2610,E14000955,Southampton Itchen,20082
16187,8520,10926,4532,17100,30171,2809,E14000956,Southampton Test,20287
13794,8538,11759,3938,13013,21405,2099,E14000957,Southend West,17079
14107,7852,10878,4823,13671,24704,2258,E14000958,Southport,14691
14012,9231,12028,4367,13227,27996,2501,E14000959,Spelthorne,19594
9079,5838,9402,2975,10983,41988,1802,E14000960,St Albans,21756
15877,9760,14342,6135,16957,23941,2355,E14000961,St Austell and Newquay,18360
17470,8449,12059,5505,14287,22138,2146,E14000962,St Helens North,18115
19005,9027,12730,5193,15079,23447,2111,E14000963,St Helens South and Whiston,18843
11435,6885,10873,4594,13173,23257,1954,E14000964,St Ives,13140
13271,7996,11779,4661,14557,27411,2202,E14000965,Stafford,17370
12782,6224,8995,4575,11560,18646,1830,E14000966,Staffordshire Moorlands,11997
15786,8348,11886,5181,14267,20498,2003,E14000967,Stalybridge and Hyde,19387
13175,9940,12104,4234,13580,24850,2047,E14000968,Stevenage,20041
12493,6991,9609,3948,11494,25934,1598,E14000969,Stockport,18227
16211,7839,11270,5281,13457,18959,1912,E14000970,Stockton North,18107
13230,7485,11734,5284,15547,27689,2111,E14000971,Stockton South,20478
17697,7431,9733,4437,12693,16711,2086,E14000972,Stoke-on-Trent Central,17386
21134,9036,12152,5749,12774,16202,2188,E14000973,Stoke-on-Trent North,20278
18619,8091,11031,5225,12048,15722,1903,E14000974,Stoke-on-Trent South,18102
12251,6622,10188,4484,12622,25191,1793,E14000975,Stone,13352
15702,7724,11264,4277,12829,20423,2103,E14000976,Stourbridge,16039
12775,5909,7872,2720,11399,56394,2361,E14000978,Streatham,19083
13939,7765,10988,4248,13251,28993,2093,E14000979,Stretford and Urmston,20492
15677,9798,12910,5637,14225,26957,2604,E14000981,Suffolk Coastal,15202
17969,7908,10930,5625,13763,22841,2117,E14000982,Sunderland Central,16264
12240,8801,12908,4294,15355,34600,2352,E14000983,Surrey Heath,20356
11863,7205,10262,3694,12820,35155,2415,E14000984,Sutton and Cheam,21541
11649,6468,10172,3621,12651,32540,1839,E14000985,Sutton Coldfield,17745
16723,9938,13161,4307,14316,19429,2176,E14000986,Tamworth,17895
9744,5790,9518,3466,11517,31774,1659,E14000987,Tatton,15783
15503,9491,15617,5888,17692,33818,2812,E14000988,Taunton Deane,21683
17179,9638,13031,4525,14576,19276,2298,E14000989,Telford,21391
12706,8933,13440,5330,16209,32356,2338,E14000990,Tewkesbury,20260
11913,7719,12038,4207,14176,35131,2089,E14000991,The Cotswolds,16768
14714,8421,12561,4485,16448,24743,2312,E14000992,The Wrekin,18334
15077,8082,12196,5899,14098,28851,2109,E14000993,Thirsk and Malton,15394
10650,7865,11419,4853,14047,25493,1846,E14000994,Thornbury and Yate,16641
21847,11992,14864,4614,15544,28217,3331,E14000995,Thurrock,31021
15472,9316,13546,5801,15488,26511,2491,E14000996,Tiverton and Honiton,17091
12552,8520,13101,4253,14364,30728,2126,E14000997,Tonbridge and Malling,21759
9352,4313,6205,1888,10479,55430,2060,E14000998,Tooting,17560
17325,10091,13313,6345,14889,21864,2587,E14000999,Torbay,16520
15165,9352,13252,6140,14988,25677,2420,E14001000,Torridge and West Devon,15569
11833,7364,10643,4875,12445,25573,2106,E14001001,Totnes,13233
26160,9236,10232,4205,13865,45041,4159,E14001002,Tottenham,26741
10839,6716,11518,4592,16879,31683,1851,E14001003,Truro and Falmouth,15422
11299,7342,12024,3526,13162,35105,2130,E14001004,Tunbridge Wells,20838
9336,5280,9082,2568,12281,53799,1935,E14001005,Twickenham,23491
12399,7004,11228,5188,13561,31549,1911,E14001006,Tynemouth,18486
14361,8245,10589,3921,15387,34313,2837,E14001007,Uxbridge and South Ruislip,22622
13935,6131,7594,2474,12792,60972,2542,E14001008,Vauxhall,15664
18921,8996,11995,5502,13033,21238,2384,E14001009,Wakefield,18782
14036,7823,11243,4404,13559,19218,1799,E14001010,Wallasey,16360
22896,9644,11285,4296,11909,15385,2528,E14001011,Walsall North,22479
21641,9059,11294,3621,12062,20732,2904,E14001012,Walsall South,24737
17009,7724,9029,2838,11832,45342,3104,E14001013,Walthamstow,25539
13768,6731,10167,4642,12798,19051,1759,E14001014,Wansbeck,14375
13099,9589,13464,5228,17348,43900,2325,E14001015,Wantage,26394
14946,8709,12196,5136,13914,22549,2231,E14001017,Warrington North,17279
13507,8528,13293,5162,15916,34406,2225,E14001018,Warrington South,20977
11853,6689,9310,3534,15032,39060,1982,E14001019,Warwick and Leamington,18548
16698,8494,11569,5038,11988,15273,1835,E14001020,Washington and Sunderland West,16144
15828,9575,12822,4366,15050,41225,2951,E14001021,Watford,26733
19612,10372,13348,6634,15045,18650,2593,E14001022,Waveney,17200
12733,9242,14148,4862,16331,30423,2286,E14001023,Wealden,18847
12687,7581,11268,3920,13331,25622,1794,E14001024,Weaver Vale,16666
19934,11786,14121,5941,15462,23278,3043,E14001025,Wellingborough,22252
15842,8920,13920,5508,15702,28051,2284,E14001026,Wells,17303
13279,8549,11836,4130,17817,34597,2563,E14001027,Welwyn Hatfield,21423
20173,9311,13045,5382,14298,17143,2119,E14001028,Wentworth and Dearne,19144
21835,8964,10023,3768,10980,17343,2978,E14001029,West Bromwich East,20535
23664,9344,11145,3919,11625,16212,2793,E14001030,West Bromwich West,22670
12729,8053,12426,5433,14705,30567,2266,E14001031,West Dorset,14822
28993,12469,14541,4687,18785,63360,5337,E14001032,West Ham,35910
14948,7754,11471,4791,18028,24897,2024,E14001033,West Lancashire,16525
22511,10960,14199,6498,15969,26296,3340,E14001034,West Suffolk,22485
12226,7268,11564,4642,13321,31938,2114,E14001035,West Worcestershire,15147
14137,5170,7083,1953,11422,52336,2992,E14001036,Westminster North,16690
10145,6044,9547,4891,12271,27970,1751,E14001037,Westmorland and Lonsdale,11802
15986,9755,14503,5978,17736,27001,2717,E14001038,Weston-Super-Mare,19884
18572,9023,12791,5982,14198,22877,2142,E14001039,Wigan,19305
7703,3875,6456,1913,9051,50362,2096,E14001040,Wimbledon,19761
8812,5724,10159,3277,15645,38564,1754,E14001041,Winchester,18336
10668,7454,11961,3818,13878,38048,2271,E14001042,Windsor,21265
8758,5235,8307,3506,10813,22151,1368,E14001043,Wirral South,12425
13952,9267,12705,4729,14322,21628,2107,E14001045,Witham,17724
13058,8896,12617,5076,16106,35913,2143,E14001046,Witney,20428
11744,7634,11341,3545,13507,39326,2329,E14001047,Woking,22193
9345,7584,12033,3708,15976,44136,2184,E14001048,Wokingham,25066
18837,8514,10679,3919,11357,16638,2419,E14001049,Wolverhampton North East,20276
22234,8798,10841,3722,10760,16435,3095,E14001050,Wolverhampton South East,21051
14717,6898,8937,3290,11056,23647,2441,E14001051,Wolverhampton South West,16572
14869,7892,11506,4558,15703,28872,2207,E14001052,Worcester,18265
13948,6704,9205,5031,11475,17577,1659,E14001053,Workington,13240
17189,8901,12246,5507,14136,24887,2113,E14001054,Worsley and Eccles South,22774
15166,9558,13111,4990,14709,26160,2776,E14001055,Worthing West,15577
14508,8680,11976,4336,14284,34814,2511,E14001056,Wycombe,23915
12158,6846,10828,5137,14075,29706,1900,E14001057,Wyre and Preston North,16347
18419,9053,12683,5610,14402,22057,2339,E14001058,Wyre Forest,17044
17930,8584,11520,4430,13005,28932,2156,E14001059,Wythenshawe and Sale East,25024
16130,10238,14667,7267,17115,26207,2766,E14001060,Yeovil,19439
11908,6407,9415,4148,20001,35671,1716,E14001061,York Central,15425
11045,6395,10137,4884,17409,31078,1869,E14001062,York Outer,15313
10270,4828,8455,3752,9930,18445,1467,W07000041,Ynys Mon,11731
10930,5706,8698,3820,10228,17476,1696,W07000042,Delyn,12041
12443,6942,10788,4611,12518,19733,1989,W07000043,Alyn and Deeside,15343
12508,5395,8921,3684,9130,17376,1859,W07000044,Wrexham,12956
14213,6051,10622,4494,10961,19123,1829,W07000045,Llanelli,15073
10024,4804,9539,3785,10612,24413,1590,W07000046,Gower,13290
11581,4460,7777,3221,14498,23317,1742,W07000047,Swansea West,11818
15699,6285,10046,4519,10942,17104,1895,W07000048,Swansea East,15525
14150,5238,8213,3436,10652,13537,1554,W07000049,Aberavon,12590
9495,3876,6746,2226,22841,32030,2101,W07000050,Cardiff Central,12892
9362,4954,8716,3069,13253,33155,1602,W07000051,Cardiff North,16230
15737,5644,8684,3064,9053,11975,1559,W07000052,Rhondda,12455
15228,6942,10289,3815,11359,17446,1928,W07000053,Torfaen,15631
11347,5773,9574,3650,10995,28773,1803,W07000054,Monmouth,13128
14748,6588,9891,3667,11065,19022,1985,W07000055,Newport East,16948
15313,6597,10481,3637,11467,25239,2153,W07000056,Newport West,18345
7243,3346,6538,2645,10495,18067,1080,W07000057,Arfon,10453
8244,3977,6823,2935,7780,16049,1439,W07000058,Aberconwy,8621
11606,5293,8973,3888,10234,20199,1738,W07000059,Clwyd West,12273
12632,5667,9151,3877,9864,16832,1723,W07000060,Vale of Clwyd,13260
8694,4076,7764,3070,7875,15740,1336,W07000061,Dwyfor Meirionnydd,8971
11771,5633,9007,3508,9535,16823,1474,W07000062,Clwyd South,13019
10403,4787,8219,3210,9303,16171,1429,W07000063,Montgomeryshire,10228
9036,4513,8411,3297,13036,21653,1445,W07000064,Ceredigion,10084
11674,5806,9877,3981,11053,20229,1560,W07000065,Preseli Pembrokeshire,13451
12631,5754,9579,3799,10611,20841,1649,W07000066,Carmarthen West and South Pembrokeshire,12760
11933,4989,9146,3751,9855,20443,1587,W07000067,Carmarthen East and Dinefwr,11936
10913,4908,8529,3658,9822,19679,1508,W07000068,Brecon and Radnorshire,10405
13572,5429,9146,4121,9781,16742,1610,W07000069,Neath,12516
14988,5622,9097,2957,9179,13966,1526,W07000070,Cynon Valley,13289
16965,5957,8881,3438,9335,14269,1651,W07000071,Merthyr Tydfil and Rhymney,13975
15376,5980,8554,3151,8647,11892,1544,W07000072,Blaenau Gwent,11760
13073,6057,10331,3832,11742,23618,1988,W07000073,Bridgend,15119
15858,5779,9392,3366,10027,16562,1584,W07000074,Ogmore,14509
13255,5805,9334,3319,12118,21480,1760,W07000075,Pontypridd,14442
15966,6718,10571,3789,11930,18867,1816,W07000076,Caerphilly,16298
14524,6317,9701,3378,10333,15081,1673,W07000077,Islwyn,13359
13599,7276,12433,4530,14395,29173,2164,W07000078,Vale of Glamorgan,19036
14521,5954,9271,3226,10549,29971,1999,W07000079,Cardiff West,19559
18159,7301,11193,4142,13653,34262,2572,W07000080,Cardiff South and Penarth,22760
14769,10078,14030,5206,16926,35817,2530,E14000538,Aylesbury,25728
13111,6230,8789,5044,11558,17971,1567,E14000647,Copeland,12244
14694,7790,10495,4112,22278,32327,3016,E14000651,Coventry South,18914
14596,9099,12743,5557,14604,23458,2137,E14000838,North Devon,16418
12081,7110,11041,4069,13180,32127,2084,E14000977,Stratford-on-Avon,15532
12043,8077,12481,5100,15517,33985,2034,E14000980,Stroud,18659
22648,8432,10074,3291,11462,20018,3132,E14001016,Warley,24271
8397,4757,7902,3287,9701,21755,1448,E14001044,Wirral West,11670
