code,areaName,-8,1,2,3,4,5,6,7,8,9
4936,6270,4281,3756,5941,4990,3432,4591,5712,E14000859,North West Norfolk,54773
8226,9974,8059,5106,5565,3893,2855,2769,3615,E14000860,North Wiltshire,49816
4899,7839,5369,4698,5199,5214,4065,5186,11120,E14000862,Northampton South,53238
4279,11856,6083,3612,3964,4649,4277,2773,5790,E14000864,Norwich South,58642
3533,8694,5418,3237,3212,4469,4082,4012,7359,E14000865,Nottingham East,63551
2920,5233,3830,3419,4311,5718,4083,4056,7443,E14000866,Nottingham North,58348
4962,7788,5697,4738,4842,4587,3544,4474,6972,E14000868,Nuneaton,51880
6094,9129,6526,6403,4618,3250,2532,2219,2831,E14000869,Old Bexley and Sidcup,46083
4913,7316,5156,4097,4991,4801,3585,4056,5561,E14000870,Oldham East and Saddleworth,64128
3751,6203,4801,4221,4942,4698,4093,4587,6274,E14000871,Oldham West and Royton,68454
7220,10903,6313,5156,3954,3195,2442,1707,2492,E14000872,Orpington,49441
4786,20226,6915,3973,4120,5383,3784,3483,7248,E14000873,Oxford East,71539
7062,17863,7079,4408,4291,3466,2685,2136,3795,E14000874,Oxford West and Abingdon,55251
4070,5701,4083,3159,5373,4135,3673,4558,4871,E14000875,Pendle,56134
5423,6129,4123,3339,7385,3649,3095,3737,4670,E14000877,Penrith and The Border,42872
4951,8127,5678,5015,5221,5458,5393,7506,11216,E14000878,Peterborough,72586
3367,5799,5104,4159,5843,5405,3884,3509,5045,E14000879,Plymouth Moor View,53226
4509,9524,6604,4397,6075,5710,5051,3964,6293,E14000880,Plymouth Sutton and Devonport,60530
6554,9387,6410,4358,5370,4672,3642,3008,4128,E14000881,Poole,52489
12010,27661,14543,6232,4102,4965,5602,3685,6788,E14000882,Poplar and Limehouse,81694
5091,8366,5994,5004,6174,5497,4022,3705,5615,E14000883,Portsmouth North,50665
4715,9719,6213,3978,4489,5177,4459,3583,5987,E14000884,Portsmouth South,59550
2819,5837,4120,3917,3749,5151,4422,4275,6839,E14000885,Preston,54819
10731,17008,9749,3958,2607,3572,2562,1874,3332,E14000887,Putney,45395
6834,8653,7274,6614,5687,3716,3139,2745,3488,E14000888,Rayleigh and Wickford,51933
7239,17597,8663,4789,4344,4939,4266,2929,6285,E14000889,Reading East,59508
6259,12132,7715,5404,5581,5541,4405,3662,6624,E14000890,Reading West,55073
2870,5105,4243,3342,4206,4904,3219,3562,4293,E14000891,Redcar,51668
5478,7276,5407,4422,5414,3990,3724,4790,5158,E14000892,Redditch,47389
9460,13746,8164,4994,4311,4661,2768,1940,3182,E14000893,Reigate,54238
7567,10883,6895,5083,6289,4518,3264,3269,3922,E14000894,Ribble Valley,51369
7493,8329,7980,4624,6955,4410,3281,2850,4840,E14000895,Richmond Yorks,54259
14652,19737,10564,4117,2325,3173,2290,1135,2091,E14000896,Richmond Park,61328
4433,7130,5246,4096,4756,4907,3973,4666,6476,E14000897,Rochdale,68708
6920,9880,7905,6091,6679,5041,4001,4537,5570,E14000898,Rochester and Strood,60024
5749,8188,6338,5133,4997,5232,3964,3359,5109,E14000899,Rochford and Southend East,57803
6569,10561,5508,3971,3940,3461,2565,2251,3476,E14000901,Romsey and Southampton North,49625
6156,8787,6153,4241,5757,4996,3575,3505,4154,E14000902,Rossendale and Darwen,52103
5330,8102,5443,4563,5834,4539,3744,3841,4419,E14000903,Rother Valley,53212
3090,4808,3758,3286,4544,4191,4047,4363,5412,E14000904,Rotherham,53118
6768,10768,6863,4996,4798,4018,3644,4413,8687,E14000905,Rugby,53487
8965,13973,6841,5035,3408,3096,2331,1785,2550,E14000906,Ruislip Northwood and Pinner,52321
10203,12244,8188,5064,4548,4381,3192,2147,3759,E14000907,Runnymede and Weybridge,57299
8526,14959,7225,4219,3585,3055,2649,1687,3066,E14000908,Rushcliffe,52721
11062,12529,8798,5933,5962,4391,3199,2650,3889,E14000910,Saffron Walden,59434
6418,14572,10477,6463,4878,5493,6053,3361,7707,E14000911,Salford and Eccles,63750
6766,10337,6472,5679,5275,4585,3436,2633,4529,E14000912,Salisbury,50559
4918,5770,4262,3057,6498,5090,3661,3434,5568,E14000913,Scarborough and Whitby,54927
3531,4815,3965,3242,4623,4061,3416,6278,6686,E14000914,Scunthorpe,50003
4118,6161,4667,3534,4419,3856,2957,3776,4147,E14000915,Sedgefield,48028
5266,8942,5514,4823,3358,3381,2799,1992,2440,E14000916,Sefton Central,46354
8404,9943,7132,4805,5872,4133,3712,4017,4690,E14000917,Selby and Ainsty,53100
8636,10231,6697,4763,4656,3197,2556,1975,3025,E14000918,Sevenoaks,51894
6001,15148,5480,3366,2684,2359,2130,919,2092,E14000922,Sheffield Hallam,48558
3606,8671,5115,3806,4541,4439,3814,2839,4891,E14000923,Sheffield Heeley,51318
6016,8212,6140,4568,6172,5250,3749,3546,5419,E14000924,Sherwood,55113
6295,10690,6695,4749,4523,3916,3118,2473,3393,E14000925,Shipley,51570
6822,10762,6272,4523,6344,5554,4138,3177,5039,E14000926,Shrewsbury and Atcham,57056
6649,7559,7158,5662,7076,5236,4004,5458,6963,E14000927,Sittingbourne and Sheppey,66917
7863,9156,6107,4144,7019,4049,3212,2604,4473,E14000928,Skipton and Ripon,52406
8291,10163,8226,5947,6647,5428,3691,3917,4977,E14000929,Sleaford and North Hykeham,63492
7048,12986,6560,5236,3893,3179,2973,2204,3086,E14000931,Solihull,54476
7705,9102,6733,4382,7474,5020,3462,3654,5024,E14000932,Somerton and Frome,58836
5623,7500,5903,5966,5935,4504,3815,4271,5651,E14000933,South Basildon and East Thurrock,54039
9795,20472,8383,5047,5107,4411,2881,2309,3725,E14000934,South Cambridgeshire,62378
7651,10303,6889,5007,5736,4688,3607,4674,5350,E14000935,South Derbyshire,53302
5235,6045,5363,3712,5701,5050,3140,2527,4383,E14000936,South Dorset,52595
8935,16299,8412,5462,5930,5095,3186,3078,4540,E14000937,South East Cambridgeshire,57983
5198,6411,4675,3414,6320,4238,3012,2847,4105,E14000938,South East Cornwall,51140
6148,6280,5212,4817,6734,4763,3730,7365,7052,E14000939,South Holland and The Deepings,57380
7850,10504,7911,5798,6629,4607,3849,3636,5173,E14000940,South Leicestershire,54400
11353,13851,10198,7016,6566,4609,4086,3601,5738,E14000942,South Northamptonshire,59520
6439,9528,6356,4937,5249,4172,3464,3054,4007,E14000943,South Ribble,52046
2803,5089,4082,3518,3770,3731,3313,3022,3600,E14000944,South Shields,47469
6533,8339,5691,4840,5512,3482,2889,2651,3568,E14000945,South Staffordshire,51874
6697,7737,6019,4338,5930,4097,3192,2774,4027,E14000946,South Suffolk,51767
5750,10669,6775,5102,4974,4796,4547,5080,8605,E14000947,South Swindon,55893
5253,7209,5350,3621,4849,5071,3437,2808,4448,E14000948,South Thanet,57575
7728,10433,8065,5861,6675,4940,4135,4398,5987,E14000949,South West Bedfordshire,56760
5700,8757,6289,4437,6022,4156,3302,2455,3378,E14000950,South West Devon,49150
11176,13914,8405,5083,4488,3698,2562,1861,3354,E14000951,South West Hertfordshire,56125
6356,6355,6029,4549,7022,5124,3690,5681,6321,E14000952,South West Norfolk,59308
10955,13445,8010,4187,4376,3973,2605,1445,2988,E14000953,South West Surrey,56312
6960,7915,6539,4820,6437,5118,3766,4046,5390,E14000954,South West Wiltshire,53735
4940,9157,6792,4806,6181,5841,4795,4537,6563,E14000955,Southampton Itchen,56445
4166,11362,5933,4216,4989,5733,4275,4804,7685,E14000956,Southampton Test,57372
6105,9023,6515,5063,4211,3766,2957,2251,3297,E14000957,Southend West,48438
4906,7622,4697,4029,4313,5061,3308,2812,4127,E14000958,Southport,52107
7477,10061,7719,6055,5064,4417,3397,3250,4099,E14000959,Spelthorne,51417
10304,15563,8237,4313,3360,3415,2647,1734,3002,E14000960,St Albans,51247
6028,6575,5223,4231,7726,5658,4172,3868,5574,E14000961,St Austell and Newquay,58672
4602,7646,5627,4383,4937,4933,3686,3925,5271,E14000962,St Helens North,55159
4641,8235,5803,4733,4743,5508,4065,4255,5830,E14000963,St Helens South and Whiston,57623
4922,5201,4437,2953,6024,4330,3151,2184,3927,E14000964,St Ives,48181
5984,9798,6711,4495,4597,4166,3620,2957,5395,E14000965,Stafford,51522
4802,6205,4269,3181,5382,3557,2492,2939,3373,E14000966,Staffordshire Moorlands,40408
4904,7367,6124,4858,5195,4573,4117,3753,4356,E14000967,Stalybridge and Hyde,52109
5934,10028,6799,4957,5600,4953,3898,3565,4912,E14000968,Stevenage,49325
4835,10330,6155,4171,3666,4306,3813,2494,3934,E14000969,Stockport,46587
3511,6255,4548,3740,4223,4500,3506,3528,5179,E14000970,Stockton North,54046
5474,10415,6355,4673,4647,4358,3824,3464,4242,E14000971,Stockton South,56106
2654,5063,3621,2973,4121,4624,4041,4160,7053,E14000972,Stoke-on-Trent Central,49863
3484,5076,4311,3801,5752,5239,4197,4932,6720,E14000973,Stoke-on-Trent North,56003
3546,5223,4097,3454,4890,4812,3652,4353,6038,E14000974,Stoke-on-Trent South,50677
6640,8355,5352,3662,4754,3348,2666,2632,3720,E14000975,Stone,45374
4976,7497,5175,4349,4998,3794,3301,3315,3922,E14000976,Stourbridge,49034
10341,20159,13105,4731,3901,4793,3293,2229,6538,E14000978,Streatham,49424
5288,11435,7102,5104,3796,4020,4089,2789,4287,E14000979,Stretford and Urmston,53859
6440,7081,5836,4490,5417,4256,3329,3252,4599,E14000981,Suffolk Coastal,58309
3586,7161,4838,3969,4170,4473,4611,3505,4494,E14000982,Sunderland Central,56607
10038,12704,8688,5633,5028,4665,3417,2371,3550,E14000983,Surrey Heath,54814
7796,13406,7234,5617,5091,4241,3290,2492,3566,E14000984,Sutton and Cheam,52223
7561,12966,6409,4890,3390,2937,2431,1810,2793,E14000985,Sutton Coldfield,51498
6063,6829,5503,4859,5027,3918,4035,4456,6440,E14000986,Tamworth,50815
9252,10080,6100,3594,3213,2756,2666,1629,2935,E14000987,Tatton,47026
7126,11605,7246,5245,6792,7226,4163,3872,5694,E14000988,Taunton Deane,63537
4646,7079,5506,4136,4995,5009,3805,5398,6245,E14000989,Telford,55095
7518,11236,7512,6768,5613,4728,3760,3328,4246,E14000990,Tewkesbury,56865
9590,9792,6671,4313,6092,4038,3198,2266,4189,E14000991,The Cotswolds,53891
5925,8910,7063,4395,4878,4063,3499,4414,5098,E14000992,The Wrekin,53773
7243,7622,5295,4011,7570,4449,3216,3191,4980,E14000993,Thirsk and Malton,54129
6359,9453,6157,5261,5256,3661,3157,2731,3970,E14000994,Thornbury and Yate,46810
6753,9509,6893,7288,6961,5373,5598,6669,9265,E14000995,Thurrock,67121
6646,7317,5282,4224,7533,4999,3938,3635,5213,E14000996,Tiverton and Honiton,56929
9399,11136,7650,5180,5040,3968,3183,2275,3738,E14000997,Tonbridge and Malling,55835
10945,20709,12561,4386,2666,3488,2627,1653,3309,E14000998,Tooting,44943
5345,6283,4757,3704,5655,6345,3846,3109,5304,E14000999,Torbay,58582
5637,6710,4633,3758,8010,5120,3307,2980,4702,E14001000,Torridge and West Devon,57707
5892,6301,4422,2922,5791,3829,2851,1829,3612,E14001001,Totnes,50620
6398,13341,9419,4912,6793,6365,4868,3956,11458,E14001002,Tottenham,72126
6047,9545,5715,3551,5750,4334,3526,2117,4352,E14001003,Truro and Falmouth,54562
9369,12236,7618,4589,4647,4104,3357,1943,3904,E14001004,Tunbridge Wells,53659
12875,17720,10454,4451,3141,3548,2539,1517,2616,E14001005,Twickenham,58912
5447,12361,6867,4791,3859,3878,4036,2254,3567,E14001006,Tynemouth,54268
7501,7649,6165,5171,5519,3408,3039,2678,3476,E14000806,Maldon,49708
3856,7055,4879,3521,4682,4972,3251,3348,4230,E14000820,Middlesbrough South and East Cleveland,56175
6043,7283,5618,4363,5312,4318,2769,2783,3890,E14000827,New Forest East,48400
9460,12797,8320,5218,5747,5100,3733,2919,4696,E14000830,Newbury,55446
3332,11186,5383,3559,2697,3526,4332,2142,5304,E14000832,Newcastle upon Tyne East,57323
5202,6556,5385,4650,5175,4130,3482,4254,5898,E14000854,North Warwickshire,48939
4059,6903,4845,4278,4845,4686,3526,4317,8352,E14000861,Northampton North,47387
4361,7418,5565,4296,5294,4673,4283,3448,5066,E14000863,Norwich North,47679
3844,10505,5093,3456,3111,4104,3951,3162,6613,E14000867,Nottingham South,72866
5350,8628,5281,4237,5005,3857,3029,2756,3617,E14000876,Penistone and Stocksbridge,47259
6827,13097,7706,4985,4193,3729,3033,2219,3168,E14000886,Pudsey,48898
6360,10339,6967,6695,6024,4250,3362,3273,4403,E14000900,Romford,54938
8783,9577,7193,4593,5959,4487,3108,3502,4640,E14000909,Rutland and Melton,56213
3952,14601,6820,3616,3177,4211,5101,2556,6059,E14000919,Sheffield Central,67727
3691,6328,4799,4457,5397,4207,4142,3727,4884,E14000920,Sheffield South East,52397
2781,6435,4110,3640,4625,5542,4554,4371,7250,E14000921,Sheffield Brightside and Hillsborough,65770
6956,13470,7702,6364,5915,6572,5882,7245,10259,E14000930,Slough,81717
7590,11382,6866,5073,6570,4928,3546,3380,4419,E14000941,South Norfolk,58441
8968,9918,6414,4203,5098,3372,3192,2010,3804,E14000977,Stratford-on-Avon,50247
7934,11157,7372,4871,6665,4737,3388,3323,4400,E14000980,Stroud,54047
6969,12434,7463,5651,5146,4437,3507,3434,4521,E14001007,Uxbridge and South Ruislip,58713
9672,22941,13721,5030,3264,4900,3523,2353,6684,E14001008,Vauxhall,50019
4954,7247,5868,4281,4864,4158,3655,4443,6877,E14001009,Wakefield,54502
3690,6321,5068,4251,4044,4685,3625,2955,3885,E14001010,Wallasey,49918
3210,4743,3856,3686,5494,4757,3776,4951,6322,E14001011,Walsall North,59627
3818,6672,4272,3782,4316,4333,4007,4903,6153,E14001012,Walsall South,63794
7750,15457,10214,4472,5837,4463,4116,3534,7019,E14001013,Walthamstow,59553
3708,6025,4430,3539,3774,4666,3171,2692,3707,E14001014,Wansbeck,47578
10456,17210,10554,6178,6713,5273,3896,3538,5373,E14001015,Wantage,62156
5336,7867,5849,4732,4310,4102,4154,3670,6252,E14001017,Warrington North,50691
8268,12987,8125,5281,4432,4242,4349,3482,5759,E14001018,Warrington South,57092
7705,16021,7596,4123,4074,3736,3327,2470,4285,E14001019,Warwick and Leamington,52670
3299,4743,3808,4286,3820,3700,4314,4327,4934,E14001020,Washington and Sunderland West,49807
8898,15338,9120,6303,6101,5571,4549,3823,6144,E14001021,Watford,62703
4508,5703,4733,3723,5843,5526,3941,4052,5077,E14001022,Waveney,60351
9146,9399,7091,5074,6546,4853,3272,2064,3791,E14001023,Wealden,57636
6277,8780,6061,4089,3742,3692,3791,3157,4635,E14001024,Weaver Vale,48646
6440,7948,6550,5479,6282,5183,4640,5555,9031,E14001025,Wellingborough,58707
7082,8092,5741,4222,6627,5084,3908,3663,5076,E14001026,Wells,58035
7761,11535,7537,5330,4881,4850,4469,3095,6003,E14001027,Welwyn Hatfield,58733
4355,6024,4876,4190,5941,4678,4700,4406,5814,E14001028,Wentworth and Dearne,55630
3078,5490,4047,3970,4300,4077,3430,4953,6206,E14001029,West Bromwich East,56874
3360,4963,4083,4069,4913,4532,4081,5826,6564,E14001030,West Bromwich West,58986
6381,8153,5167,3825,6357,4438,3061,2181,4094,E14001031,West Dorset,57344
8930,19876,11585,6675,9042,7850,6932,5899,13883,E14001032,West Ham,93408
5801,8463,5335,4117,4484,4500,3568,3763,5365,E14001033,West Lancashire,55046
7714,9106,8952,5547,8103,6498,3917,4957,6710,E14001034,West Suffolk,60755
7425,9347,5499,4076,5481,3825,2866,2332,3430,E14001035,West Worcestershire,53938
11206,15641,9384,3836,2075,3635,3196,1642,3417,E14001036,Westminster North,57748
6234,6880,4243,3167,6362,3751,3276,2124,4563,E14001037,Westmorland and Lonsdale,43820
6579,8627,6358,5092,5935,6358,4315,4467,5738,E14001038,Weston-Super-Mare,60093
4912,8068,5727,4417,5452,5329,3867,4795,6139,E14001039,Wigan,56184
11314,18069,9019,4044,2746,2949,2237,1321,2635,E14001040,Wimbledon,46882
8096,13584,6836,3985,3607,3466,2741,1563,3611,E14001041,Winchester,54782
11483,12692,9485,5152,4210,4048,2682,2102,3475,E14001042,Windsor,54035
4131,7867,4549,3552,2988,3022,2389,1984,2402,E14001043,Wirral South,39679
6890,8431,6662,5067,5517,3997,3283,2946,3981,E14001045,Witham,49661
9428,12007,8946,5521,6745,5105,3476,3170,4525,E14001046,Witney,55311
9282,14103,9233,5240,4600,4561,3331,2617,3924,E14001047,Woking,54726
10630,17858,10319,5702,4483,4071,3316,2125,3160,E14001048,Wokingham,58367
2898,5660,3865,3639,4440,4719,3216,4504,6195,E14001049,Wolverhampton North East,53503
3006,5014,3747,3617,4514,4529,3664,5344,6649,E14001050,Wolverhampton South East,56854
4245,7795,4597,3592,3292,3673,2715,3406,4665,E14001051,Wolverhampton South West,49579
5584,10280,6689,4794,4867,5125,4140,4106,6044,E14001052,Worcester,52243
3545,5640,3913,2874,5726,3836,2809,3662,4040,E14001053,Workington,42791
5640,8935,6659,5239,4711,4883,4211,3700,5550,E14001054,Worsley and Eccles South,58225
5919,8574,6384,4540,4835,5260,3536,2460,4023,E14001055,Worthing West,56515
8458,12118,8024,5176,5462,4987,4277,3506,4947,E14001056,Wycombe,58069
6245,11111,5924,5060,4774,3712,2825,2348,3254,E14001057,Wyre and Preston North,51744
5831,7070,5264,4333,6005,4925,3770,3760,4828,E14001058,Wyre Forest,55818
5064,11037,6241,4735,4234,5410,4339,2996,6028,E14001059,Wythenshawe and Sale East,61497
5917,8122,6677,4972,7716,5949,4362,4451,5838,E14001060,Yeovil,59825
5398,12494,6714,3941,4444,4836,4696,2751,6539,E14001061,York Central,52878
6205,10969,5912,4249,4182,3630,3509,2215,3512,E14001062,York Outer,53745
3167,4716,3179,2482,4547,3638,2522,2065,2886,W07000041,Ynys Mon,39676
3641,5363,3769,2916,4171,3380,2414,3321,3436,W07000042,Delyn,38184
4436,6817,4891,4002,4837,3958,3439,4399,4629,W07000043,Alyn and Deeside,42958
3046,5213,3486,2947,3548,3527,2568,3947,4048,W07000044,Wrexham,39502
3214,5617,3865,3312,4215,4673,3188,3189,3862,W07000045,Llanelli,47231
4134,7917,4376,3857,3599,3457,2596,1827,2790,W07000046,Gower,43504
2948,6931,3515,2914,2801,3181,2941,1693,3542,W07000047,Swansea West,47950
2806,5222,3599,4254,4008,4318,3990,2830,4569,W07000048,Swansea East,46424
2425,4136,3123,3089,3319,3475,2528,2737,3420,W07000049,Aberavon,41118
3462,10201,5153,3270,2179,3246,3772,1763,3955,W07000050,Cardiff Central,55206
5163,13657,6084,4359,2947,3095,2951,1556,2453,W07000051,Cardiff North,48077
1995,3448,2897,2543,3967,4416,2484,3042,3360,W07000052,Rhondda,40019
3456,5359,4395,3698,4303,4257,3133,3604,4227,W07000053,Torfaen,46206
6061,8434,4848,3443,4544,3235,2530,2152,3367,W07000054,Monmouth,46423
3791,6304,4652,3986,3729,3696,3592,3577,5553,W07000055,Newport East,45034
4634,9115,5625,4470,3456,3799,3564,3205,4475,W07000056,Newport West,50888
2283,5548,3039,2166,3312,3367,2222,1758,2742,W07000057,Arfon,33429
3120,4174,2730,1931,3236,3168,2108,1353,2522,W07000058,Aberconwy,31527
3825,5690,3711,2715,4396,3851,2446,2131,2783,W07000059,Clwyd West,42656
3121,4887,3277,2647,3715,4260,2739,2438,3183,W07000060,Vale of Clwyd,42737
3077,3507,2227,1698,4965,3284,1896,1804,2922,W07000061,Dwyfor Meirionnydd,32146
3371,5076,3509,3071,4528,3872,2338,3527,3599,W07000062,Clwyd South,37879
3550,4310,2899,2410,6019,3118,2231,2533,3201,W07000063,Montgomeryshire,33477
3363,5368,3108,2452,5437,3147,2408,1712,3124,W07000064,Ceredigion,41356
3724,4897,3461,2655,6002,4347,2648,2465,3558,W07000065,Preseli Pembrokeshire,43874
3948,5312,3387,2674,5468,4154,2771,2240,3640,W07000066,Carmarthen West and South Pembrokeshire,44026
3567,5640,3499,2742,5536,3757,2355,2372,2762,W07000067,Carmarthen East and Dinefwr,41410
3847,4746,3435,2628,6177,3435,1986,2077,3125,W07000068,Brecon and Radnorshire,37966
2775,5120,3692,3617,3756,3794,2584,2618,2978,W07000069,Neath,41982
2478,4290,3126,2697,3839,3807,2695,2933,3605,W07000070,Cynon Valley,41154
2553,4399,3382,2730,3961,4115,2994,3454,4311,W07000071,Merthyr Tydfil and Rhymney,42575
2217,3483,2803,2295,3390,4324,2437,3952,3899,W07000072,Blaenau Gwent,38105
4355,7784,5093,3571,3992,3882,3233,2622,3571,W07000073,Bridgend,47655
3218,5446,3975,3007,4224,4290,2881,3240,3995,W07000074,Ogmore,42799
3908,7461,4812,3813,4260,3827,3136,2672,3480,W07000075,Pontypridd,44138
3747,6478,4826,4138,4301,4038,3314,3291,3881,W07000076,Caerphilly,47940
3094,4860,3979,3332,3905,3674,2795,3711,3814,W07000077,Islwyn,41202
6138,9261,6633,4740,4559,5092,3833,2518,3618,W07000078,Vale of Glamorgan,56215
4815,11229,6048,3904,3340,4053,3486,2061,3875,W07000079,Cardiff West,52236
5472,12050,7166,4941,4126,5017,4809,3080,5222,W07000080,Cardiff South and Penarth,62159
9455,12871,9710,6564,6436,5964,4360,3862,5148,E14000538,Aylesbury,60713
3605,5960,4567,2702,5094,3384,2335,3147,4264,E14000647,Copeland,41460
4367,10396,5438,3972,3592,4100,3638,3164,6860,E14000651,Coventry South,68097
5749,6898,5067,3618,7162,4874,3406,3237,5152,E14000838,North Devon,53448
3149,6423,4346,3668,4029,4494,3664,4681,7021,E14001016,Warley,61853
4115,7437,4157,3086,2620,2863,2042,1567,2128,E14001044,Wirral West,38902
